Timestamp,PC,Destination IP,Action,Size(MB)
2025-08-18 02:04:35,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:04:40,192.168.1.10,45.67.89.10,UPLOAD,43
2025-08-18 02:04:45,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:04:50,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:04:55,192.168.1.10,45.67.89.10,UPLOAD,19
2025-08-18 02:05:00,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:05:05,192.168.1.10,45.67.89.10,UPLOAD,40
2025-08-18 02:05:10,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:05:15,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:05:20,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:05:25,192.168.1.10,45.67.89.10,UPLOAD,46
2025-08-18 02:05:30,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:05:35,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:05:40,192.168.1.10,45.67.89.10,UPLOAD,43
2025-08-18 02:05:45,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:05:50,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:05:55,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:06:00,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:06:05,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:06:10,192.168.1.10,45.67.89.10,UPLOAD,42
2025-08-18 02:06:15,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:06:20,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:06:25,192.168.1.10,45.67.89.10,UPLOAD,19
2025-08-18 02:06:30,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:06:35,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:06:40,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:06:45,192.168.1.10,45.67.89.10,UPLOAD,42
2025-08-18 02:06:50,192.168.1.10,45.67.89.10,UPLOAD,42
2025-08-18 02:06:55,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:07:00,192.168.1.10,45.67.89.10,UPLOAD,24
2025-08-18 02:07:05,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:07:10,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:07:15,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:07:20,192.168.1.10,45.67.89.10,UPLOAD,16
2025-08-18 02:07:25,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:07:30,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:07:35,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:07:40,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:07:45,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:07:50,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:07:55,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:08:00,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:08:05,192.168.1.10,45.67.89.10,UPLOAD,19
2025-08-18 02:08:10,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:08:15,192.168.1.10,45.67.89.10,UPLOAD,24
2025-08-18 02:08:20,192.168.1.10,45.67.89.10,UPLOAD,19
2025-08-18 02:08:25,192.168.1.10,45.67.89.10,UPLOAD,12
2025-08-18 02:08:30,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:08:35,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:08:40,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:08:45,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:08:50,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:08:55,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:09:00,192.168.1.10,45.67.89.10,UPLOAD,3
2025-08-18 02:09:05,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:09:10,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:09:15,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:09:20,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:09:25,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:09:30,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:09:35,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:09:40,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:09:45,192.168.1.10,45.67.89.10,UPLOAD,47
2025-08-18 02:09:50,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:09:55,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:10:00,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:10:05,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:10:10,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:10:15,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:10:20,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:10:25,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:10:30,192.168.1.10,45.67.89.10,UPLOAD,16
2025-08-18 02:10:35,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:10:40,192.168.1.10,45.67.89.10,UPLOAD,16
2025-08-18 02:10:45,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:10:50,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:10:55,192.168.1.10,45.67.89.10,UPLOAD,27
2025-08-18 02:11:00,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:11:05,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:11:10,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:11:15,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:11:20,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:11:25,192.168.1.10,45.67.89.10,UPLOAD,22
2025-08-18 02:11:30,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:11:35,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:11:40,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:11:45,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:11:50,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:11:55,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:12:00,192.168.1.10,45.67.89.10,UPLOAD,14
2025-08-18 02:12:05,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:12:10,192.168.1.10,45.67.89.10,UPLOAD,33
2025-08-18 02:12:15,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:12:20,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:12:25,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:12:30,192.168.1.10,45.67.89.10,UPLOAD,46
2025-08-18 02:12:35,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:12:40,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:12:45,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:12:50,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:12:55,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:13:00,192.168.1.10,45.67.89.10,UPLOAD,27
2025-08-18 02:13:05,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:13:10,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:13:15,192.168.1.10,45.67.89.10,UPLOAD,40
2025-08-18 02:13:20,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:13:25,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:13:30,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:13:35,192.168.1.10,45.67.89.10,UPLOAD,14
2025-08-18 02:13:40,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:13:45,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:13:50,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:13:55,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:14:00,192.168.1.10,45.67.89.10,UPLOAD,31
2025-08-18 02:14:05,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:14:10,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:14:15,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:14:20,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:14:25,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:14:30,192.168.1.10,45.67.89.10,UPLOAD,5
2025-08-18 02:14:35,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:14:40,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:14:45,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:14:50,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:14:55,192.168.1.10,45.67.89.10,UPLOAD,5
2025-08-18 02:15:00,192.168.1.10,45.67.89.10,UPLOAD,48
2025-08-18 02:15:05,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:15:10,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:15:15,192.168.1.10,45.67.89.10,UPLOAD,48
2025-08-18 02:15:20,192.168.1.10,45.67.89.10,UPLOAD,24
2025-08-18 02:15:25,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:15:30,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:15:35,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:15:40,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:15:45,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:15:50,192.168.1.10,45.67.89.10,UPLOAD,41
2025-08-18 02:15:55,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:16:00,192.168.1.10,45.67.89.10,UPLOAD,14
2025-08-18 02:16:05,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:16:10,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:16:15,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:16:20,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:16:25,192.168.1.10,45.67.89.10,UPLOAD,5
2025-08-18 02:16:30,192.168.1.10,45.67.89.10,UPLOAD,31
2025-08-18 02:16:35,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:16:40,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:16:45,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:16:50,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:16:55,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:17:00,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:17:05,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:17:10,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:17:15,192.168.1.10,45.67.89.10,UPLOAD,32
2025-08-18 02:17:20,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:17:25,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:17:30,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:17:35,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:17:40,192.168.1.10,45.67.89.10,UPLOAD,28
2025-08-18 02:17:45,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:17:50,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:17:55,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:18:00,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:18:05,192.168.1.10,45.67.89.10,UPLOAD,31
2025-08-18 02:18:10,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:18:15,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:18:20,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:18:25,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:18:30,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:18:35,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:18:40,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:18:45,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:18:50,192.168.1.10,45.67.89.10,UPLOAD,46
2025-08-18 02:18:55,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:19:00,192.168.1.10,45.67.89.10,UPLOAD,32
2025-08-18 02:19:05,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:19:10,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:19:15,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:19:20,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:19:25,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:19:30,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:19:35,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:19:40,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:19:45,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:19:50,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:19:55,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:20:00,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:20:05,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:20:10,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:20:15,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:20:20,192.168.1.10,45.67.89.10,UPLOAD,46
2025-08-18 02:20:25,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:20:30,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:20:35,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:20:40,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:20:45,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:20:50,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:20:55,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:21:00,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:21:05,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:21:10,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:21:15,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:21:20,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:21:25,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:21:30,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:21:35,192.168.1.10,45.67.89.10,UPLOAD,47
2025-08-18 02:21:40,192.168.1.10,45.67.89.10,UPLOAD,48
2025-08-18 02:21:45,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:21:50,192.168.1.10,45.67.89.10,UPLOAD,47
2025-08-18 02:21:55,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:22:00,192.168.1.10,45.67.89.10,UPLOAD,45
2025-08-18 02:22:05,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:22:10,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:22:15,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:22:20,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:22:25,192.168.1.10,45.67.89.10,UPLOAD,10
2025-08-18 02:22:30,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:22:35,192.168.1.10,45.67.89.10,UPLOAD,25
2025-08-18 02:22:40,192.168.1.10,45.67.89.10,UPLOAD,41
2025-08-18 02:22:45,192.168.1.10,45.67.89.10,UPLOAD,31
2025-08-18 02:22:50,192.168.1.10,45.67.89.10,UPLOAD,38
2025-08-18 02:22:55,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:23:00,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:23:05,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:23:10,192.168.1.10,45.67.89.10,UPLOAD,22
2025-08-18 02:23:15,192.168.1.10,45.67.89.10,UPLOAD,23
2025-08-18 02:23:20,192.168.1.10,45.67.89.10,UPLOAD,32
2025-08-18 02:23:25,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:23:30,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:23:35,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:23:40,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:23:45,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:23:50,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:23:55,192.168.1.10,45.67.89.10,UPLOAD,49
2025-08-18 02:24:00,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:24:05,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:24:10,192.168.1.10,45.67.89.10,UPLOAD,12
2025-08-18 02:24:15,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:24:20,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:24:25,192.168.1.10,45.67.89.10,UPLOAD,29
2025-08-18 02:24:30,192.168.1.10,45.67.89.10,UPLOAD,5
2025-08-18 02:24:35,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:24:40,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:24:45,192.168.1.10,45.67.89.10,UPLOAD,48
2025-08-18 02:24:50,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:24:55,192.168.1.10,45.67.89.10,UPLOAD,27
2025-08-18 02:25:00,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:25:05,192.168.1.10,45.67.89.10,UPLOAD,47
2025-08-18 02:25:10,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:25:15,192.168.1.10,45.67.89.10,UPLOAD,42
2025-08-18 02:25:20,192.168.1.10,45.67.89.10,UPLOAD,41
2025-08-18 02:25:25,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:25:30,192.168.1.10,45.67.89.10,UPLOAD,3
2025-08-18 02:25:35,192.168.1.10,45.67.89.10,UPLOAD,37
2025-08-18 02:25:40,192.168.1.10,45.67.89.10,UPLOAD,19
2025-08-18 02:25:45,192.168.1.10,45.67.89.10,UPLOAD,7
2025-08-18 02:25:50,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:25:55,192.168.1.10,45.67.89.10,UPLOAD,2
2025-08-18 02:26:00,192.168.1.10,45.67.89.10,UPLOAD,20
2025-08-18 02:26:05,192.168.1.10,45.67.89.10,UPLOAD,31
2025-08-18 02:26:10,192.168.1.10,45.67.89.10,UPLOAD,5
2025-08-18 02:26:15,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:26:20,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:26:25,192.168.1.10,45.67.89.10,UPLOAD,33
2025-08-18 02:26:30,192.168.1.10,45.67.89.10,UPLOAD,14
2025-08-18 02:26:35,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:26:40,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:26:45,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:26:50,192.168.1.10,45.67.89.10,UPLOAD,27
2025-08-18 02:26:55,192.168.1.10,45.67.89.10,UPLOAD,12
2025-08-18 02:27:00,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:27:05,192.168.1.10,45.67.89.10,UPLOAD,3
2025-08-18 02:27:10,192.168.1.10,45.67.89.10,UPLOAD,14
2025-08-18 02:27:15,192.168.1.10,45.67.89.10,UPLOAD,18
2025-08-18 02:27:20,192.168.1.10,45.67.89.10,UPLOAD,24
2025-08-18 02:27:25,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:27:30,192.168.1.10,45.67.89.10,UPLOAD,33
2025-08-18 02:27:35,192.168.1.10,45.67.89.10,UPLOAD,26
2025-08-18 02:27:40,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:27:45,192.168.1.10,45.67.89.10,UPLOAD,48
2025-08-18 02:27:50,192.168.1.10,45.67.89.10,UPLOAD,32
2025-08-18 02:27:55,192.168.1.10,45.67.89.10,UPLOAD,11
2025-08-18 02:28:00,192.168.1.10,45.67.89.10,UPLOAD,10
2025-08-18 02:28:05,192.168.1.10,45.67.89.10,UPLOAD,16
2025-08-18 02:28:10,192.168.1.10,45.67.89.10,UPLOAD,44
2025-08-18 02:28:15,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:28:20,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:28:25,192.168.1.10,45.67.89.10,UPLOAD,15
2025-08-18 02:28:30,192.168.1.10,45.67.89.10,UPLOAD,3
2025-08-18 02:28:35,192.168.1.10,45.67.89.10,UPLOAD,10
2025-08-18 02:28:40,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:28:45,192.168.1.10,45.67.89.10,UPLOAD,3
2025-08-18 02:28:50,192.168.1.10,45.67.89.10,UPLOAD,35
2025-08-18 02:28:55,192.168.1.10,45.67.89.10,UPLOAD,9
2025-08-18 02:29:00,192.168.1.10,45.67.89.10,UPLOAD,1
2025-08-18 02:29:05,192.168.1.10,45.67.89.10,UPLOAD,17
2025-08-18 02:29:10,192.168.1.10,45.67.89.10,UPLOAD,8
2025-08-18 02:29:15,192.168.1.10,45.67.89.10,UPLOAD,41
2025-08-18 02:29:20,192.168.1.10,45.67.89.10,UPLOAD,21
2025-08-18 02:29:25,192.168.1.10,45.67.89.10,UPLOAD,13
2025-08-18 02:29:30,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:29:35,192.168.1.10,45.67.89.10,UPLOAD,36
2025-08-18 02:29:40,192.168.1.10,45.67.89.10,UPLOAD,30
2025-08-18 02:29:45,192.168.1.10,45.67.89.10,UPLOAD,50
2025-08-18 02:29:50,192.168.1.10,45.67.89.10,UPLOAD,40
2025-08-18 02:29:55,192.168.1.10,45.67.89.10,UPLOAD,43
2025-08-18 02:30:00,192.168.1.10,45.67.89.10,UPLOAD,42
2025-08-18 02:30:05,192.168.1.10,45.67.89.10,UPLOAD,34
2025-08-18 02:30:10,192.168.1.10,45.67.89.10,UPLOAD,39
2025-08-18 02:30:15,192.168.1.10,45.67.89.10,UPLOAD,6
2025-08-18 02:30:20,192.168.1.10,45.67.89.10,UPLOAD,43
2025-08-18 02:30:25,192.168.1.10,45.67.89.10,UPLOAD,4
2025-08-18 02:30:30,192.168.1.10,45.67.89.10,UPLOAD,31
