Timestamp,Action,Protocol,Source IP,Source Port,Destination IP,Destination Port
2025-08-18 02:01:12,ALLOW,TCP,203.0.113.45,42509,192.168.1.10,80
2025-08-18 02:01:14,ALLOW,TCP,203.0.113.45,41877,192.168.1.10,80
2025-08-18 02:01:16,ALLOW,TCP,203.0.113.45,49949,192.168.1.10,80
2025-08-18 02:01:18,ALLOW,TCP,203.0.113.45,45322,192.168.1.10,80
2025-08-18 02:01:20,ALLOW,TCP,203.0.113.45,48842,192.168.1.10,80
2025-08-18 02:01:22,ALLOW,TCP,203.0.113.45,41549,192.168.1.10,80
2025-08-18 02:01:24,ALLOW,TCP,203.0.113.45,41105,192.168.1.10,80
2025-08-18 02:01:26,ALLOW,TCP,203.0.113.45,45096,192.168.1.10,80
2025-08-18 02:01:28,ALLOW,TCP,203.0.113.45,43191,192.168.1.10,80
2025-08-18 02:01:30,ALLOW,TCP,203.0.113.45,46247,192.168.1.10,80
2025-08-18 02:01:32,ALLOW,TCP,203.0.113.45,42757,192.168.1.10,80
2025-08-18 02:01:34,ALLOW,TCP,203.0.113.45,43198,192.168.1.10,80
2025-08-18 02:01:36,ALLOW,TCP,203.0.113.45,47582,192.168.1.10,80
2025-08-18 02:01:38,ALLOW,TCP,203.0.113.45,46930,192.168.1.10,80
2025-08-18 02:01:40,ALLOW,TCP,203.0.113.45,43534,192.168.1.10,80
2025-08-18 02:01:42,ALLOW,TCP,203.0.113.45,40372,192.168.1.10,80
2025-08-18 02:01:44,ALLOW,TCP,203.0.113.45,46770,192.168.1.10,80
2025-08-18 02:01:46,ALLOW,TCP,203.0.113.45,40706,192.168.1.10,80
2025-08-18 02:01:48,ALLOW,TCP,203.0.113.45,49565,192.168.1.10,80
2025-08-18 02:01:50,ALLOW,TCP,203.0.113.45,42490,192.168.1.10,80
2025-08-18 02:01:52,ALLOW,TCP,203.0.113.45,43670,192.168.1.10,80
2025-08-18 02:01:54,ALLOW,TCP,203.0.113.45,41042,192.168.1.10,80
2025-08-18 02:01:56,ALLOW,TCP,203.0.113.45,48925,192.168.1.10,80
2025-08-18 02:01:58,ALLOW,TCP,203.0.113.45,46008,192.168.1.10,80
2025-08-18 02:02:00,ALLOW,TCP,203.0.113.45,46958,192.168.1.10,80
2025-08-18 02:02:02,ALLOW,TCP,203.0.113.45,41909,192.168.1.10,80
2025-08-18 02:02:04,ALLOW,TCP,203.0.113.45,41395,192.168.1.10,80
2025-08-18 02:02:06,ALLOW,TCP,203.0.113.45,48254,192.168.1.10,80
2025-08-18 02:02:08,ALLOW,TCP,203.0.113.45,40424,192.168.1.10,80
2025-08-18 02:02:10,ALLOW,TCP,203.0.113.45,42812,192.168.1.10,80
2025-08-18 02:02:12,ALLOW,TCP,203.0.113.45,43540,192.168.1.10,80
2025-08-18 02:02:14,ALLOW,TCP,203.0.113.45,40129,192.168.1.10,80
2025-08-18 02:02:16,ALLOW,TCP,203.0.113.45,42062,192.168.1.10,80
2025-08-18 02:02:18,ALLOW,TCP,203.0.113.45,46645,192.168.1.10,80
2025-08-18 02:02:20,ALLOW,TCP,203.0.113.45,42914,192.168.1.10,80
2025-08-18 02:02:22,ALLOW,TCP,203.0.113.45,46331,192.168.1.10,80
2025-08-18 02:02:24,ALLOW,TCP,203.0.113.45,40966,192.168.1.10,80
2025-08-18 02:02:26,ALLOW,TCP,203.0.113.45,45255,192.168.1.10,80
2025-08-18 02:02:28,ALLOW,TCP,203.0.113.45,49956,192.168.1.10,80
2025-08-18 02:02:30,ALLOW,TCP,203.0.113.45,46714,192.168.1.10,80
2025-08-18 02:02:32,ALLOW,TCP,203.0.113.45,40142,192.168.1.10,80
2025-08-18 02:02:34,ALLOW,TCP,203.0.113.45,44959,192.168.1.10,80
2025-08-18 02:02:36,ALLOW,TCP,203.0.113.45,45852,192.168.1.10,80
2025-08-18 02:02:38,ALLOW,TCP,203.0.113.45,48074,192.168.1.10,80
2025-08-18 02:02:40,ALLOW,TCP,203.0.113.45,45758,192.168.1.10,80
2025-08-18 02:02:42,ALLOW,TCP,203.0.113.45,46331,192.168.1.10,80
2025-08-18 02:02:44,ALLOW,TCP,203.0.113.45,49108,192.168.1.10,80
2025-08-18 02:02:46,ALLOW,TCP,203.0.113.45,43306,192.168.1.10,80
2025-08-18 02:02:48,ALLOW,TCP,203.0.113.45,41686,192.168.1.10,80
2025-08-18 02:02:50,ALLOW,TCP,203.0.113.45,47519,192.168.1.10,80
2025-08-18 02:02:52,ALLOW,TCP,203.0.113.45,49846,192.168.1.10,80
2025-08-18 02:02:54,ALLOW,TCP,203.0.113.45,42393,192.168.1.10,80
2025-08-18 02:02:56,ALLOW,TCP,203.0.113.45,46614,192.168.1.10,80
2025-08-18 02:02:58,ALLOW,TCP,203.0.113.45,45163,192.168.1.10,80
2025-08-18 02:03:00,ALLOW,TCP,203.0.113.45,42028,192.168.1.10,80
2025-08-18 02:03:02,ALLOW,TCP,203.0.113.45,49923,192.168.1.10,80
2025-08-18 02:03:04,ALLOW,TCP,203.0.113.45,49798,192.168.1.10,80
2025-08-18 02:03:06,ALLOW,TCP,203.0.113.45,40603,192.168.1.10,80
2025-08-18 02:03:08,ALLOW,TCP,203.0.113.45,47893,192.168.1.10,80
2025-08-18 02:03:10,ALLOW,TCP,203.0.113.45,47117,192.168.1.10,80
2025-08-18 02:03:12,ALLOW,TCP,203.0.113.45,40394,192.168.1.10,80
2025-08-18 02:03:14,ALLOW,TCP,203.0.113.45,45746,192.168.1.10,80
2025-08-18 02:03:16,ALLOW,TCP,203.0.113.45,43752,192.168.1.10,80
2025-08-18 02:03:18,ALLOW,TCP,203.0.113.45,47357,192.168.1.10,80
2025-08-18 02:03:20,ALLOW,TCP,203.0.113.45,47166,192.168.1.10,80
2025-08-18 02:03:22,ALLOW,TCP,203.0.113.45,44342,192.168.1.10,80
2025-08-18 02:03:24,ALLOW,TCP,203.0.113.45,40968,192.168.1.10,80
2025-08-18 02:03:26,ALLOW,TCP,203.0.113.45,43875,192.168.1.10,80
2025-08-18 02:03:28,ALLOW,TCP,203.0.113.45,49858,192.168.1.10,80
2025-08-18 02:03:30,ALLOW,TCP,203.0.113.45,45555,192.168.1.10,80
2025-08-18 02:03:32,ALLOW,TCP,203.0.113.45,43845,192.168.1.10,80
2025-08-18 02:03:34,ALLOW,TCP,203.0.113.45,41577,192.168.1.10,80
2025-08-18 02:03:36,ALLOW,TCP,203.0.113.45,44069,192.168.1.10,80
2025-08-18 02:03:38,ALLOW,TCP,203.0.113.45,47193,192.168.1.10,80
2025-08-18 02:03:40,ALLOW,TCP,203.0.113.45,46361,192.168.1.10,80
2025-08-18 02:03:42,ALLOW,TCP,203.0.113.45,47972,192.168.1.10,80
2025-08-18 02:03:44,ALLOW,TCP,203.0.113.45,40152,192.168.1.10,80
2025-08-18 02:03:46,ALLOW,TCP,203.0.113.45,45488,192.168.1.10,80
2025-08-18 02:03:48,ALLOW,TCP,203.0.113.45,42550,192.168.1.10,80
2025-08-18 02:03:50,ALLOW,TCP,203.0.113.45,40255,192.168.1.10,80
2025-08-18 02:03:52,ALLOW,TCP,203.0.113.45,43582,192.168.1.10,80
2025-08-18 02:03:54,ALLOW,TCP,203.0.113.45,48397,192.168.1.10,80
2025-08-18 02:03:56,ALLOW,TCP,203.0.113.45,41402,192.168.1.10,80
2025-08-18 02:03:58,ALLOW,TCP,203.0.113.45,44823,192.168.1.10,80
2025-08-18 02:04:00,ALLOW,TCP,203.0.113.45,49057,192.168.1.10,80
2025-08-18 02:04:02,ALLOW,TCP,203.0.113.45,44170,192.168.1.10,80
2025-08-18 02:04:04,ALLOW,TCP,203.0.113.45,47710,192.168.1.10,80
2025-08-18 02:04:06,ALLOW,TCP,203.0.113.45,49501,192.168.1.10,80
2025-08-18 02:04:08,ALLOW,TCP,203.0.113.45,40592,192.168.1.10,80
2025-08-18 02:04:10,ALLOW,TCP,203.0.113.45,42079,192.168.1.10,80
2025-08-18 02:04:12,ALLOW,TCP,203.0.113.45,41538,192.168.1.10,80
2025-08-18 02:04:14,ALLOW,TCP,203.0.113.45,48413,192.168.1.10,80
2025-08-18 02:04:16,ALLOW,TCP,203.0.113.45,43590,192.168.1.10,80
2025-08-18 02:04:18,ALLOW,TCP,203.0.113.45,49668,192.168.1.10,80
2025-08-18 02:04:20,ALLOW,TCP,203.0.113.45,42824,192.168.1.10,80
2025-08-18 02:04:22,ALLOW,TCP,203.0.113.45,48112,192.168.1.10,80
2025-08-18 02:04:24,ALLOW,TCP,203.0.113.45,46263,192.168.1.10,80
2025-08-18 02:04:26,ALLOW,TCP,203.0.113.45,40669,192.168.1.10,80
2025-08-18 02:04:28,ALLOW,TCP,203.0.113.45,48331,192.168.1.10,80
2025-08-18 02:04:30,ALLOW,TCP,203.0.113.45,49791,192.168.1.10,80
2025-08-18 02:04:32,ALLOW,TCP,203.0.113.45,46305,192.168.1.10,80
2025-08-18 02:04:34,ALLOW,TCP,203.0.113.45,42718,192.168.1.10,80
2025-08-18 02:04:36,ALLOW,TCP,203.0.113.45,48474,192.168.1.10,80
2025-08-18 02:04:38,ALLOW,TCP,203.0.113.45,49403,192.168.1.10,80
2025-08-18 02:04:40,ALLOW,TCP,203.0.113.45,41124,192.168.1.10,80
2025-08-18 02:04:42,ALLOW,TCP,203.0.113.45,43980,192.168.1.10,80
2025-08-18 02:04:44,ALLOW,TCP,203.0.113.45,43030,192.168.1.10,80
2025-08-18 02:04:46,ALLOW,TCP,203.0.113.45,43225,192.168.1.10,80
2025-08-18 02:04:48,ALLOW,TCP,203.0.113.45,47762,192.168.1.10,80
2025-08-18 02:04:50,ALLOW,TCP,203.0.113.45,42996,192.168.1.10,80
2025-08-18 02:04:52,ALLOW,TCP,203.0.113.45,41449,192.168.1.10,80
2025-08-18 02:04:54,ALLOW,TCP,203.0.113.45,45951,192.168.1.10,80
2025-08-18 02:04:56,ALLOW,TCP,203.0.113.45,45016,192.168.1.10,80
2025-08-18 02:04:58,ALLOW,TCP,203.0.113.45,48157,192.168.1.10,80
2025-08-18 02:05:00,ALLOW,TCP,203.0.113.45,41468,192.168.1.10,80
2025-08-18 02:05:02,ALLOW,TCP,203.0.113.45,42193,192.168.1.10,80
2025-08-18 02:05:04,ALLOW,TCP,203.0.113.45,41930,192.168.1.10,80
2025-08-18 02:05:06,ALLOW,TCP,203.0.113.45,46412,192.168.1.10,80
2025-08-18 02:05:08,ALLOW,TCP,203.0.113.45,49185,192.168.1.10,80
2025-08-18 02:05:10,ALLOW,TCP,203.0.113.45,45434,192.168.1.10,80
2025-08-18 02:05:12,ALLOW,TCP,203.0.113.45,47120,192.168.1.10,80
2025-08-18 02:05:14,ALLOW,TCP,203.0.113.45,44876,192.168.1.10,80
2025-08-18 02:05:16,ALLOW,TCP,203.0.113.45,40873,192.168.1.10,80
2025-08-18 02:05:18,ALLOW,TCP,203.0.113.45,41778,192.168.1.10,80
2025-08-18 02:05:20,ALLOW,TCP,203.0.113.45,41218,192.168.1.10,80
2025-08-18 02:05:22,ALLOW,TCP,203.0.113.45,40174,192.168.1.10,80
2025-08-18 02:05:24,ALLOW,TCP,203.0.113.45,48240,192.168.1.10,80
2025-08-18 02:05:26,ALLOW,TCP,203.0.113.45,49269,192.168.1.10,80
2025-08-18 02:05:28,ALLOW,TCP,203.0.113.45,41140,192.168.1.10,80
2025-08-18 02:05:30,ALLOW,TCP,203.0.113.45,44886,192.168.1.10,80
2025-08-18 02:05:32,ALLOW,TCP,203.0.113.45,40892,192.168.1.10,80
2025-08-18 02:05:34,ALLOW,TCP,203.0.113.45,44560,192.168.1.10,80
2025-08-18 02:05:36,ALLOW,TCP,203.0.113.45,49194,192.168.1.10,80
2025-08-18 02:05:38,ALLOW,TCP,203.0.113.45,42726,192.168.1.10,80
2025-08-18 02:05:40,ALLOW,TCP,203.0.113.45,44402,192.168.1.10,80
2025-08-18 02:05:42,ALLOW,TCP,203.0.113.45,49471,192.168.1.10,80
2025-08-18 02:05:44,ALLOW,TCP,203.0.113.45,42240,192.168.1.10,80
2025-08-18 02:05:46,ALLOW,TCP,203.0.113.45,47336,192.168.1.10,80
2025-08-18 02:05:48,ALLOW,TCP,203.0.113.45,40446,192.168.1.10,80
2025-08-18 02:05:50,ALLOW,TCP,203.0.113.45,43712,192.168.1.10,80
2025-08-18 02:05:52,ALLOW,TCP,203.0.113.45,45912,192.168.1.10,80
2025-08-18 02:05:54,ALLOW,TCP,203.0.113.45,43309,192.168.1.10,80
2025-08-18 02:05:56,ALLOW,TCP,203.0.113.45,46806,192.168.1.10,80
2025-08-18 02:05:58,ALLOW,TCP,203.0.113.45,44763,192.168.1.10,80
2025-08-18 02:06:00,ALLOW,TCP,203.0.113.45,47168,192.168.1.10,80
2025-08-18 02:06:02,ALLOW,TCP,203.0.113.45,43704,192.168.1.10,80
2025-08-18 02:06:04,ALLOW,TCP,203.0.113.45,41075,192.168.1.10,80
2025-08-18 02:06:06,ALLOW,TCP,203.0.113.45,43418,192.168.1.10,80
2025-08-18 02:06:08,ALLOW,TCP,203.0.113.45,42586,192.168.1.10,80
2025-08-18 02:06:10,ALLOW,TCP,203.0.113.45,46201,192.168.1.10,80
2025-08-18 02:06:12,ALLOW,TCP,203.0.113.45,47719,192.168.1.10,80
2025-08-18 02:06:14,ALLOW,TCP,203.0.113.45,40325,192.168.1.10,80
2025-08-18 02:06:16,ALLOW,TCP,203.0.113.45,40270,192.168.1.10,80
2025-08-18 02:06:18,ALLOW,TCP,203.0.113.45,41535,192.168.1.10,80
2025-08-18 02:06:20,ALLOW,TCP,203.0.113.45,43645,192.168.1.10,80
2025-08-18 02:06:22,ALLOW,TCP,203.0.113.45,48875,192.168.1.10,80
2025-08-18 02:06:24,ALLOW,TCP,203.0.113.45,42639,192.168.1.10,80
2025-08-18 02:06:26,ALLOW,TCP,203.0.113.45,48552,192.168.1.10,80
2025-08-18 02:06:28,ALLOW,TCP,203.0.113.45,44711,192.168.1.10,80
2025-08-18 02:06:30,ALLOW,TCP,203.0.113.45,48819,192.168.1.10,80
2025-08-18 02:06:32,ALLOW,TCP,203.0.113.45,46231,192.168.1.10,80
2025-08-18 02:06:34,ALLOW,TCP,203.0.113.45,41580,192.168.1.10,80
2025-08-18 02:06:36,ALLOW,TCP,203.0.113.45,49340,192.168.1.10,80
2025-08-18 02:06:38,ALLOW,TCP,203.0.113.45,41469,192.168.1.10,80
2025-08-18 02:06:40,ALLOW,TCP,203.0.113.45,44938,192.168.1.10,80
2025-08-18 02:06:42,ALLOW,TCP,203.0.113.45,49351,192.168.1.10,80
2025-08-18 02:06:44,ALLOW,TCP,203.0.113.45,43693,192.168.1.10,80
2025-08-18 02:06:46,ALLOW,TCP,203.0.113.45,47978,192.168.1.10,80
2025-08-18 02:06:48,ALLOW,TCP,203.0.113.45,49176,192.168.1.10,80
2025-08-18 02:06:50,ALLOW,TCP,203.0.113.45,48896,192.168.1.10,80
2025-08-18 02:06:52,ALLOW,TCP,203.0.113.45,40318,192.168.1.10,80
2025-08-18 02:06:54,ALLOW,TCP,203.0.113.45,44393,192.168.1.10,80
2025-08-18 02:06:56,ALLOW,TCP,203.0.113.45,46057,192.168.1.10,80
2025-08-18 02:06:58,ALLOW,TCP,203.0.113.45,45362,192.168.1.10,80
2025-08-18 02:07:00,ALLOW,TCP,203.0.113.45,40082,192.168.1.10,80
2025-08-18 02:07:02,ALLOW,TCP,203.0.113.45,49247,192.168.1.10,80
2025-08-18 02:07:04,ALLOW,TCP,203.0.113.45,44256,192.168.1.10,80
2025-08-18 02:07:06,ALLOW,TCP,203.0.113.45,49448,192.168.1.10,80
2025-08-18 02:07:08,ALLOW,TCP,203.0.113.45,42586,192.168.1.10,80
2025-08-18 02:07:10,ALLOW,TCP,203.0.113.45,47944,192.168.1.10,80
2025-08-18 02:07:12,ALLOW,TCP,203.0.113.45,48091,192.168.1.10,80
2025-08-18 02:07:14,ALLOW,TCP,203.0.113.45,49244,192.168.1.10,80
2025-08-18 02:07:16,ALLOW,TCP,203.0.113.45,42550,192.168.1.10,80
2025-08-18 02:07:18,ALLOW,TCP,203.0.113.45,40591,192.168.1.10,80
2025-08-18 02:07:20,ALLOW,TCP,203.0.113.45,41257,192.168.1.10,80
2025-08-18 02:07:22,ALLOW,TCP,203.0.113.45,46933,192.168.1.10,80
2025-08-18 02:07:24,ALLOW,TCP,203.0.113.45,43969,192.168.1.10,80
2025-08-18 02:07:26,ALLOW,TCP,203.0.113.45,43803,192.168.1.10,80
2025-08-18 02:07:28,ALLOW,TCP,203.0.113.45,40403,192.168.1.10,80
2025-08-18 02:07:30,ALLOW,TCP,203.0.113.45,45614,192.168.1.10,80
2025-08-18 02:07:32,ALLOW,TCP,203.0.113.45,44607,192.168.1.10,80
2025-08-18 02:07:34,ALLOW,TCP,203.0.113.45,46722,192.168.1.10,80
2025-08-18 02:07:36,ALLOW,TCP,203.0.113.45,45566,192.168.1.10,80
2025-08-18 02:07:38,ALLOW,TCP,203.0.113.45,42170,192.168.1.10,80
2025-08-18 02:07:40,ALLOW,TCP,203.0.113.45,42122,192.168.1.10,80
2025-08-18 02:07:42,ALLOW,TCP,203.0.113.45,43196,192.168.1.10,80
2025-08-18 02:07:44,ALLOW,TCP,203.0.113.45,49938,192.168.1.10,80
2025-08-18 02:07:46,ALLOW,TCP,203.0.113.45,41938,192.168.1.10,80
2025-08-18 02:07:48,ALLOW,TCP,203.0.113.45,40719,192.168.1.10,80
2025-08-18 02:07:50,ALLOW,TCP,203.0.113.45,41608,192.168.1.10,80
2025-08-18 02:07:52,ALLOW,TCP,203.0.113.45,43800,192.168.1.10,80
2025-08-18 02:07:54,ALLOW,TCP,203.0.113.45,47296,192.168.1.10,80
2025-08-18 02:07:56,ALLOW,TCP,203.0.113.45,42293,192.168.1.10,80
2025-08-18 02:07:58,ALLOW,TCP,203.0.113.45,43877,192.168.1.10,80
2025-08-18 02:08:00,ALLOW,TCP,203.0.113.45,43515,192.168.1.10,80
2025-08-18 02:08:02,ALLOW,TCP,203.0.113.45,43177,192.168.1.10,80
2025-08-18 02:08:04,ALLOW,TCP,203.0.113.45,46539,192.168.1.10,80
2025-08-18 02:08:06,ALLOW,TCP,203.0.113.45,46194,192.168.1.10,80
2025-08-18 02:08:08,ALLOW,TCP,203.0.113.45,43824,192.168.1.10,80
2025-08-18 02:08:10,ALLOW,TCP,203.0.113.45,41622,192.168.1.10,80
2025-08-18 02:08:12,ALLOW,TCP,203.0.113.45,44109,192.168.1.10,80
2025-08-18 02:08:14,ALLOW,TCP,203.0.113.45,49998,192.168.1.10,80
2025-08-18 02:08:16,ALLOW,TCP,203.0.113.45,49865,192.168.1.10,80
2025-08-18 02:08:18,ALLOW,TCP,203.0.113.45,42237,192.168.1.10,80
2025-08-18 02:08:20,ALLOW,TCP,203.0.113.45,42859,192.168.1.10,80
2025-08-18 02:08:22,ALLOW,TCP,203.0.113.45,42364,192.168.1.10,80
2025-08-18 02:08:24,ALLOW,TCP,203.0.113.45,43955,192.168.1.10,80
2025-08-18 02:08:26,ALLOW,TCP,203.0.113.45,47235,192.168.1.10,80
2025-08-18 02:08:28,ALLOW,TCP,203.0.113.45,41435,192.168.1.10,80
2025-08-18 02:08:30,ALLOW,TCP,203.0.113.45,47830,192.168.1.10,80
2025-08-18 02:08:32,ALLOW,TCP,203.0.113.45,44748,192.168.1.10,80
2025-08-18 02:08:34,ALLOW,TCP,203.0.113.45,48677,192.168.1.10,80
2025-08-18 02:08:36,ALLOW,TCP,203.0.113.45,47686,192.168.1.10,80
2025-08-18 02:08:38,ALLOW,TCP,203.0.113.45,48359,192.168.1.10,80
2025-08-18 02:08:40,ALLOW,TCP,203.0.113.45,44118,192.168.1.10,80
2025-08-18 02:08:42,ALLOW,TCP,203.0.113.45,42796,192.168.1.10,80
2025-08-18 02:08:44,ALLOW,TCP,203.0.113.45,44918,192.168.1.10,80
2025-08-18 02:08:46,ALLOW,TCP,203.0.113.45,48772,192.168.1.10,80
2025-08-18 02:08:48,ALLOW,TCP,203.0.113.45,49828,192.168.1.10,80
2025-08-18 02:08:50,ALLOW,TCP,203.0.113.45,46064,192.168.1.10,80
2025-08-18 02:08:52,ALLOW,TCP,203.0.113.45,40657,192.168.1.10,80
2025-08-18 02:08:54,ALLOW,TCP,203.0.113.45,49026,192.168.1.10,80
2025-08-18 02:08:56,ALLOW,TCP,203.0.113.45,48278,192.168.1.10,80
2025-08-18 02:08:58,ALLOW,TCP,203.0.113.45,46280,192.168.1.10,80
2025-08-18 02:09:00,ALLOW,TCP,203.0.113.45,46094,192.168.1.10,80
2025-08-18 02:09:02,ALLOW,TCP,203.0.113.45,44554,192.168.1.10,80
2025-08-18 02:09:04,ALLOW,TCP,203.0.113.45,44889,192.168.1.10,80
2025-08-18 02:09:06,ALLOW,TCP,203.0.113.45,42710,192.168.1.10,80
2025-08-18 02:09:08,ALLOW,TCP,203.0.113.45,49724,192.168.1.10,80
2025-08-18 02:09:10,ALLOW,TCP,203.0.113.45,40861,192.168.1.10,80
2025-08-18 02:09:12,ALLOW,TCP,203.0.113.45,44726,192.168.1.10,80
2025-08-18 02:09:14,ALLOW,TCP,203.0.113.45,47893,192.168.1.10,80
2025-08-18 02:09:16,ALLOW,TCP,203.0.113.45,40822,192.168.1.10,80
2025-08-18 02:09:18,ALLOW,TCP,203.0.113.45,45467,192.168.1.10,80
2025-08-18 02:09:20,ALLOW,TCP,203.0.113.45,48086,192.168.1.10,80
2025-08-18 02:09:22,ALLOW,TCP,203.0.113.45,44793,192.168.1.10,80
2025-08-18 02:09:24,ALLOW,TCP,203.0.113.45,48397,192.168.1.10,80
2025-08-18 02:09:26,ALLOW,TCP,203.0.113.45,40713,192.168.1.10,80
2025-08-18 02:09:28,ALLOW,TCP,203.0.113.45,49354,192.168.1.10,80
2025-08-18 02:09:30,ALLOW,TCP,203.0.113.45,47604,192.168.1.10,80
2025-08-18 02:09:32,ALLOW,TCP,203.0.113.45,48622,192.168.1.10,80
2025-08-18 02:09:34,ALLOW,TCP,203.0.113.45,47212,192.168.1.10,80
2025-08-18 02:09:36,ALLOW,TCP,203.0.113.45,48648,192.168.1.10,80
2025-08-18 02:09:38,ALLOW,TCP,203.0.113.45,40260,192.168.1.10,80
2025-08-18 02:09:40,ALLOW,TCP,203.0.113.45,40761,192.168.1.10,80
2025-08-18 02:09:42,ALLOW,TCP,203.0.113.45,45525,192.168.1.10,80
2025-08-18 02:09:44,ALLOW,TCP,203.0.113.45,40814,192.168.1.10,80
2025-08-18 02:09:46,ALLOW,TCP,203.0.113.45,46438,192.168.1.10,80
2025-08-18 02:09:48,ALLOW,TCP,203.0.113.45,49049,192.168.1.10,80
2025-08-18 02:09:50,ALLOW,TCP,203.0.113.45,41402,192.168.1.10,80
2025-08-18 02:09:52,ALLOW,TCP,203.0.113.45,44553,192.168.1.10,80
2025-08-18 02:09:54,ALLOW,TCP,203.0.113.45,40768,192.168.1.10,80
2025-08-18 02:09:56,ALLOW,TCP,203.0.113.45,49909,192.168.1.10,80
2025-08-18 02:09:58,ALLOW,TCP,203.0.113.45,45144,192.168.1.10,80
2025-08-18 02:10:00,ALLOW,TCP,203.0.113.45,49804,192.168.1.10,80
2025-08-18 02:10:02,ALLOW,TCP,203.0.113.45,40646,192.168.1.10,80
2025-08-18 02:10:04,ALLOW,TCP,203.0.113.45,46859,192.168.1.10,80
2025-08-18 02:10:06,ALLOW,TCP,203.0.113.45,44606,192.168.1.10,80
2025-08-18 02:10:08,ALLOW,TCP,203.0.113.45,41134,192.168.1.10,80
2025-08-18 02:10:10,ALLOW,TCP,203.0.113.45,43507,192.168.1.10,80
2025-08-18 02:10:12,ALLOW,TCP,203.0.113.45,44717,192.168.1.10,80
2025-08-18 02:10:14,ALLOW,TCP,203.0.113.45,40472,192.168.1.10,80
2025-08-18 02:10:16,ALLOW,TCP,203.0.113.45,43467,192.168.1.10,80
2025-08-18 02:10:18,ALLOW,TCP,203.0.113.45,41105,192.168.1.10,80
2025-08-18 02:10:20,ALLOW,TCP,203.0.113.45,40509,192.168.1.10,80
2025-08-18 02:10:22,ALLOW,TCP,203.0.113.45,46312,192.168.1.10,80
2025-08-18 02:10:24,ALLOW,TCP,203.0.113.45,45296,192.168.1.10,80
2025-08-18 02:10:26,ALLOW,TCP,203.0.113.45,42024,192.168.1.10,80
2025-08-18 02:10:28,ALLOW,TCP,203.0.113.45,42270,192.168.1.10,80
2025-08-18 02:10:30,ALLOW,TCP,203.0.113.45,48920,192.168.1.10,80
