Timestamp,PC,Query
2025-08-18 03:04:25,PC-102,badhost.example.net
2025-08-18 03:04:28,PC-101,data-upload.example.org
2025-08-18 03:04:31,PC-103,c2server.example.com
2025-08-18 03:04:33,PC-102,data-upload.example.org
2025-08-18 03:04:37,PC-102,c2server.example.com
2025-08-18 03:04:39,PC-101,data-upload.example.org
2025-08-18 03:04:43,PC-103,data-upload.example.org
2025-08-18 03:04:45,PC-101,data-upload.example.org
2025-08-18 03:04:49,PC-103,badhost.example.net
2025-08-18 03:04:51,PC-101,c2server.example.com
2025-08-18 03:04:54,PC-101,c2server.example.com
2025-08-18 03:04:58,PC-103,badhost.example.net
2025-08-18 03:05:00,PC-103,badhost.example.net
2025-08-18 03:05:03,PC-102,data-upload.example.org
2025-08-18 03:05:06,PC-102,c2server.example.com
2025-08-18 03:05:09,PC-103,data-upload.example.org
2025-08-18 03:05:12,PC-102,badhost.example.net
2025-08-18 03:05:16,PC-101,data-upload.example.org
2025-08-18 03:05:18,PC-103,badhost.example.net
2025-08-18 03:05:22,PC-103,c2server.example.com
2025-08-18 03:05:25,PC-102,data-upload.example.org
2025-08-18 03:05:27,PC-102,data-upload.example.org
2025-08-18 03:05:31,PC-102,data-upload.example.org
2025-08-18 03:05:33,PC-103,badhost.example.net
2025-08-18 03:05:37,PC-102,c2server.example.com
2025-08-18 03:05:39,PC-103,data-upload.example.org
2025-08-18 03:05:43,PC-102,badhost.example.net
2025-08-18 03:05:45,PC-103,data-upload.example.org
2025-08-18 03:05:49,PC-101,c2server.example.com
2025-08-18 03:05:51,PC-102,c2server.example.com
2025-08-18 03:05:54,PC-102,badhost.example.net
2025-08-18 03:05:58,PC-102,data-upload.example.org
2025-08-18 03:06:00,PC-103,badhost.example.net
2025-08-18 03:06:04,PC-101,data-upload.example.org
2025-08-18 03:06:07,PC-103,data-upload.example.org
2025-08-18 03:06:10,PC-103,c2server.example.com
2025-08-18 03:06:12,PC-102,data-upload.example.org
2025-08-18 03:06:15,PC-103,data-upload.example.org
2025-08-18 03:06:19,PC-101,badhost.example.net
2025-08-18 03:06:22,PC-102,data-upload.example.org
2025-08-18 03:06:25,PC-102,badhost.example.net
2025-08-18 03:06:28,PC-102,badhost.example.net
2025-08-18 03:06:31,PC-101,data-upload.example.org
2025-08-18 03:06:33,PC-101,c2server.example.com
2025-08-18 03:06:36,PC-102,c2server.example.com
2025-08-18 03:06:39,PC-102,badhost.example.net
2025-08-18 03:06:42,PC-101,data-upload.example.org
2025-08-18 03:06:45,PC-103,c2server.example.com
2025-08-18 03:06:48,PC-102,c2server.example.com
2025-08-18 03:06:51,PC-102,badhost.example.net
2025-08-18 03:06:55,PC-101,c2server.example.com
2025-08-18 03:06:58,PC-102,data-upload.example.org
2025-08-18 03:07:00,PC-101,badhost.example.net
2025-08-18 03:07:03,PC-101,c2server.example.com
2025-08-18 03:07:06,PC-103,data-upload.example.org
2025-08-18 03:07:09,PC-102,data-upload.example.org
2025-08-18 03:07:13,PC-101,data-upload.example.org
2025-08-18 03:07:16,PC-102,badhost.example.net
2025-08-18 03:07:18,PC-103,c2server.example.com
2025-08-18 03:07:21,PC-103,c2server.example.com
2025-08-18 03:07:24,PC-103,data-upload.example.org
2025-08-18 03:07:27,PC-103,data-upload.example.org
2025-08-18 03:07:30,PC-102,badhost.example.net
2025-08-18 03:07:34,PC-101,data-upload.example.org
2025-08-18 03:07:36,PC-101,c2server.example.com
2025-08-18 03:07:40,PC-103,data-upload.example.org
2025-08-18 03:07:42,PC-102,c2server.example.com
2025-08-18 03:07:46,PC-101,c2server.example.com
2025-08-18 03:07:48,PC-102,badhost.example.net
2025-08-18 03:07:52,PC-102,c2server.example.com
2025-08-18 03:07:54,PC-101,c2server.example.com
2025-08-18 03:07:58,PC-102,data-upload.example.org
2025-08-18 03:08:00,PC-101,data-upload.example.org
2025-08-18 03:08:03,PC-102,badhost.example.net
2025-08-18 03:08:07,PC-103,badhost.example.net
2025-08-18 03:08:10,PC-103,data-upload.example.org
2025-08-18 03:08:12,PC-103,badhost.example.net
2025-08-18 03:08:16,PC-103,badhost.example.net
2025-08-18 03:08:18,PC-102,data-upload.example.org
2025-08-18 03:08:22,PC-102,data-upload.example.org
2025-08-18 03:08:25,PC-102,badhost.example.net
2025-08-18 03:08:28,PC-102,data-upload.example.org
2025-08-18 03:08:31,PC-102,c2server.example.com
2025-08-18 03:08:33,PC-102,data-upload.example.org
2025-08-18 03:08:37,PC-102,badhost.example.net
2025-08-18 03:08:39,PC-101,badhost.example.net
2025-08-18 03:08:42,PC-101,c2server.example.com
2025-08-18 03:08:46,PC-101,badhost.example.net
2025-08-18 03:08:48,PC-101,data-upload.example.org
2025-08-18 03:08:52,PC-102,data-upload.example.org
2025-08-18 03:08:54,PC-101,badhost.example.net
2025-08-18 03:08:58,PC-102,c2server.example.com
2025-08-18 03:09:00,PC-101,badhost.example.net
2025-08-18 03:09:03,PC-103,c2server.example.com
2025-08-18 03:09:06,PC-101,c2server.example.com
2025-08-18 03:09:10,PC-102,data-upload.example.org
2025-08-18 03:09:12,PC-103,badhost.example.net
2025-08-18 03:09:16,PC-101,c2server.example.com
2025-08-18 03:09:19,PC-103,data-upload.example.org
2025-08-18 03:09:22,PC-102,badhost.example.net
2025-08-18 03:09:24,PC-102,badhost.example.net
2025-08-18 03:09:27,PC-102,data-upload.example.org
2025-08-18 03:09:30,PC-101,badhost.example.net
2025-08-18 03:09:34,PC-102,c2server.example.com
2025-08-18 03:09:37,PC-101,badhost.example.net
2025-08-18 03:09:39,PC-103,data-upload.example.org
2025-08-18 03:09:43,PC-101,data-upload.example.org
2025-08-18 03:09:45,PC-102,badhost.example.net
2025-08-18 03:09:48,PC-101,badhost.example.net
2025-08-18 03:09:52,PC-101,badhost.example.net
2025-08-18 03:09:55,PC-103,c2server.example.com
2025-08-18 03:09:58,PC-103,data-upload.example.org
2025-08-18 03:10:00,PC-103,badhost.example.net
2025-08-18 03:10:03,PC-103,badhost.example.net
2025-08-18 03:10:07,PC-102,c2server.example.com
2025-08-18 03:10:10,PC-101,c2server.example.com
2025-08-18 03:10:13,PC-101,c2server.example.com
2025-08-18 03:10:16,PC-103,c2server.example.com
2025-08-18 03:10:18,PC-103,c2server.example.com
2025-08-18 03:10:22,PC-101,badhost.example.net
2025-08-18 03:10:25,PC-103,data-upload.example.org
2025-08-18 03:10:27,PC-101,badhost.example.net
2025-08-18 03:10:31,PC-101,data-upload.example.org
2025-08-18 03:10:33,PC-102,badhost.example.net
2025-08-18 03:10:36,PC-101,badhost.example.net
2025-08-18 03:10:39,PC-101,c2server.example.com
2025-08-18 03:10:43,PC-101,data-upload.example.org
2025-08-18 03:10:45,PC-103,c2server.example.com
2025-08-18 03:10:49,PC-103,c2server.example.com
2025-08-18 03:10:51,PC-101,badhost.example.net
2025-08-18 03:10:54,PC-102,badhost.example.net
2025-08-18 03:10:57,PC-102,badhost.example.net
2025-08-18 03:11:01,PC-102,badhost.example.net
2025-08-18 03:11:03,PC-102,badhost.example.net
2025-08-18 03:11:06,PC-101,badhost.example.net
2025-08-18 03:11:10,PC-101,c2server.example.com
2025-08-18 03:11:12,PC-102,c2server.example.com
2025-08-18 03:11:16,PC-101,badhost.example.net
2025-08-18 03:11:18,PC-102,data-upload.example.org
2025-08-18 03:11:21,PC-102,c2server.example.com
2025-08-18 03:11:24,PC-101,badhost.example.net
2025-08-18 03:11:27,PC-102,data-upload.example.org
2025-08-18 03:11:30,PC-101,c2server.example.com
2025-08-18 03:11:34,PC-101,badhost.example.net
2025-08-18 03:11:36,PC-103,data-upload.example.org
2025-08-18 03:11:39,PC-103,data-upload.example.org
2025-08-18 03:11:43,PC-102,badhost.example.net
2025-08-18 03:11:46,PC-103,data-upload.example.org
2025-08-18 03:11:49,PC-102,c2server.example.com
2025-08-18 03:11:51,PC-103,badhost.example.net
2025-08-18 03:11:54,PC-103,data-upload.example.org
2025-08-18 03:11:58,PC-102,c2server.example.com
2025-08-18 03:12:01,PC-103,c2server.example.com
2025-08-18 03:12:03,PC-103,badhost.example.net
2025-08-18 03:12:06,PC-102,badhost.example.net
2025-08-18 03:12:10,PC-101,data-upload.example.org
2025-08-18 03:12:12,PC-102,c2server.example.com
2025-08-18 03:12:15,PC-103,data-upload.example.org
2025-08-18 03:12:19,PC-102,badhost.example.net
2025-08-18 03:12:21,PC-102,c2server.example.com
2025-08-18 03:12:24,PC-101,data-upload.example.org
2025-08-18 03:12:28,PC-101,c2server.example.com
2025-08-18 03:12:30,PC-101,badhost.example.net
2025-08-18 03:12:33,PC-102,c2server.example.com
2025-08-18 03:12:36,PC-101,data-upload.example.org
2025-08-18 03:12:40,PC-101,badhost.example.net
2025-08-18 03:12:43,PC-101,data-upload.example.org
2025-08-18 03:12:46,PC-101,data-upload.example.org
2025-08-18 03:12:49,PC-102,data-upload.example.org
2025-08-18 03:12:51,PC-102,badhost.example.net
2025-08-18 03:12:55,PC-102,c2server.example.com
2025-08-18 03:12:58,PC-101,data-upload.example.org
2025-08-18 03:13:00,PC-103,data-upload.example.org
2025-08-18 03:13:04,PC-102,c2server.example.com
2025-08-18 03:13:06,PC-101,data-upload.example.org
2025-08-18 03:13:10,PC-102,c2server.example.com
2025-08-18 03:13:13,PC-103,badhost.example.net
2025-08-18 03:13:15,PC-101,data-upload.example.org
2025-08-18 03:13:18,PC-102,data-upload.example.org
2025-08-18 03:13:22,PC-101,badhost.example.net
2025-08-18 03:13:25,PC-103,c2server.example.com
2025-08-18 03:13:27,PC-102,c2server.example.com
2025-08-18 03:13:30,PC-103,badhost.example.net
2025-08-18 03:13:34,PC-102,badhost.example.net
2025-08-18 03:13:37,PC-103,data-upload.example.org
2025-08-18 03:13:40,PC-101,c2server.example.com
2025-08-18 03:13:43,PC-101,badhost.example.net
2025-08-18 03:13:45,PC-101,badhost.example.net
2025-08-18 03:13:48,PC-103,data-upload.example.org
2025-08-18 03:13:51,PC-102,c2server.example.com
2025-08-18 03:13:54,PC-103,badhost.example.net
2025-08-18 03:13:57,PC-101,c2server.example.com
2025-08-18 03:14:00,PC-101,data-upload.example.org
2025-08-18 03:14:04,PC-102,data-upload.example.org
2025-08-18 03:14:07,PC-101,data-upload.example.org
2025-08-18 03:14:09,PC-101,c2server.example.com
2025-08-18 03:14:12,PC-102,data-upload.example.org
2025-08-18 03:14:15,PC-103,c2server.example.com
2025-08-18 03:14:18,PC-103,data-upload.example.org
2025-08-18 03:14:21,PC-102,c2server.example.com
2025-08-18 03:14:24,PC-102,c2server.example.com
2025-08-18 03:14:27,PC-102,c2server.example.com
2025-08-18 03:14:31,PC-101,c2server.example.com
2025-08-18 03:14:34,PC-101,data-upload.example.org
2025-08-18 03:14:36,PC-103,badhost.example.net
2025-08-18 03:14:39,PC-103,badhost.example.net
2025-08-18 03:14:42,PC-101,data-upload.example.org
2025-08-18 03:14:46,PC-103,c2server.example.com
2025-08-18 03:14:48,PC-101,c2server.example.com
2025-08-18 03:14:51,PC-101,c2server.example.com
2025-08-18 03:14:55,PC-101,c2server.example.com
2025-08-18 03:14:57,PC-102,data-upload.example.org
2025-08-18 03:15:01,PC-102,c2server.example.com
2025-08-18 03:15:03,PC-101,data-upload.example.org
2025-08-18 03:15:06,PC-101,c2server.example.com
2025-08-18 03:15:09,PC-102,c2server.example.com
2025-08-18 03:15:13,PC-102,badhost.example.net
2025-08-18 03:15:16,PC-102,data-upload.example.org
2025-08-18 03:15:19,PC-102,data-upload.example.org
2025-08-18 03:15:21,PC-103,c2server.example.com
2025-08-18 03:15:25,PC-103,c2server.example.com
2025-08-18 03:15:28,PC-102,data-upload.example.org
2025-08-18 03:15:30,PC-103,badhost.example.net
2025-08-18 03:15:34,PC-101,data-upload.example.org
2025-08-18 03:15:37,PC-103,c2server.example.com
2025-08-18 03:15:40,PC-101,badhost.example.net
2025-08-18 03:15:42,PC-103,c2server.example.com
2025-08-18 03:15:45,PC-101,badhost.example.net
2025-08-18 03:15:49,PC-101,data-upload.example.org
2025-08-18 03:15:51,PC-103,badhost.example.net
2025-08-18 03:15:55,PC-101,c2server.example.com
2025-08-18 03:15:58,PC-102,c2server.example.com
2025-08-18 03:16:00,PC-101,c2server.example.com
2025-08-18 03:16:03,PC-101,badhost.example.net
2025-08-18 03:16:06,PC-102,badhost.example.net
2025-08-18 03:16:10,PC-102,data-upload.example.org
2025-08-18 03:16:12,PC-103,data-upload.example.org
2025-08-18 03:16:16,PC-102,c2server.example.com
2025-08-18 03:16:18,PC-101,c2server.example.com
2025-08-18 03:16:22,PC-101,data-upload.example.org
2025-08-18 03:16:24,PC-101,badhost.example.net
2025-08-18 03:16:28,PC-103,data-upload.example.org
2025-08-18 03:16:30,PC-101,badhost.example.net
2025-08-18 03:16:34,PC-101,badhost.example.net
2025-08-18 03:16:36,PC-102,data-upload.example.org
2025-08-18 03:16:39,PC-101,badhost.example.net
2025-08-18 03:16:43,PC-101,data-upload.example.org
2025-08-18 03:16:46,PC-102,data-upload.example.org
2025-08-18 03:16:48,PC-101,data-upload.example.org
2025-08-18 03:16:52,PC-102,badhost.example.net
2025-08-18 03:16:55,PC-103,badhost.example.net
2025-08-18 03:16:58,PC-103,data-upload.example.org
2025-08-18 03:17:00,PC-103,data-upload.example.org
2025-08-18 03:17:04,PC-103,data-upload.example.org
2025-08-18 03:17:07,PC-103,data-upload.example.org
2025-08-18 03:17:09,PC-103,badhost.example.net
2025-08-18 03:17:12,PC-103,c2server.example.com
2025-08-18 03:17:15,PC-102,data-upload.example.org
2025-08-18 03:17:18,PC-101,c2server.example.com
2025-08-18 03:17:22,PC-101,c2server.example.com
2025-08-18 03:17:25,PC-101,badhost.example.net
2025-08-18 03:17:27,PC-103,data-upload.example.org
2025-08-18 03:17:30,PC-101,c2server.example.com
2025-08-18 03:17:34,PC-102,badhost.example.net
2025-08-18 03:17:36,PC-102,badhost.example.net
2025-08-18 03:17:39,PC-101,data-upload.example.org
2025-08-18 03:17:42,PC-102,data-upload.example.org
2025-08-18 03:17:46,PC-103,c2server.example.com
2025-08-18 03:17:48,PC-102,badhost.example.net
2025-08-18 03:17:51,PC-101,badhost.example.net
2025-08-18 03:17:55,PC-103,c2server.example.com
2025-08-18 03:17:58,PC-102,badhost.example.net
2025-08-18 03:18:01,PC-102,badhost.example.net
2025-08-18 03:18:03,PC-101,data-upload.example.org
2025-08-18 03:18:06,PC-103,data-upload.example.org
2025-08-18 03:18:10,PC-101,data-upload.example.org
2025-08-18 03:18:12,PC-102,badhost.example.net
2025-08-18 03:18:15,PC-101,badhost.example.net
2025-08-18 03:18:19,PC-101,badhost.example.net
2025-08-18 03:18:21,PC-103,data-upload.example.org
2025-08-18 03:18:24,PC-102,data-upload.example.org
2025-08-18 03:18:28,PC-102,badhost.example.net
2025-08-18 03:18:31,PC-103,data-upload.example.org
2025-08-18 03:18:34,PC-101,c2server.example.com
2025-08-18 03:18:37,PC-102,c2server.example.com
2025-08-18 03:18:39,PC-101,c2server.example.com
2025-08-18 03:18:42,PC-101,data-upload.example.org
2025-08-18 03:18:46,PC-103,c2server.example.com
2025-08-18 03:18:48,PC-102,c2server.example.com
2025-08-18 03:18:52,PC-103,data-upload.example.org
2025-08-18 03:18:54,PC-103,data-upload.example.org
2025-08-18 03:18:58,PC-102,c2server.example.com
2025-08-18 03:19:00,PC-101,c2server.example.com
2025-08-18 03:19:03,PC-103,data-upload.example.org
2025-08-18 03:19:07,PC-101,c2server.example.com
2025-08-18 03:19:09,PC-102,badhost.example.net
2025-08-18 03:19:13,PC-101,badhost.example.net
2025-08-18 03:19:16,PC-101,badhost.example.net
2025-08-18 03:19:19,PC-101,c2server.example.com
2025-08-18 03:19:22,PC-103,badhost.example.net
2025-08-18 03:19:24,PC-101,badhost.example.net
2025-08-18 03:19:28,PC-103,c2server.example.com
2025-08-18 03:19:30,PC-102,c2server.example.com
2025-08-18 03:19:33,PC-101,data-upload.example.org
2025-08-18 03:19:37,PC-101,c2server.example.com
2025-08-18 03:19:39,PC-103,data-upload.example.org
2025-08-18 03:19:42,PC-102,c2server.example.com
2025-08-18 03:19:45,PC-101,data-upload.example.org
2025-08-18 03:19:49,PC-103,c2server.example.com
2025-08-18 03:19:52,PC-102,c2server.example.com
2025-08-18 03:19:55,PC-101,data-upload.example.org
2025-08-18 03:19:58,PC-101,data-upload.example.org
2025-08-18 03:20:01,PC-102,badhost.example.net
2025-08-18 03:20:04,PC-102,data-upload.example.org
2025-08-18 03:20:06,PC-102,badhost.example.net
2025-08-18 03:20:09,PC-102,data-upload.example.org
2025-08-18 03:20:13,PC-101,data-upload.example.org
2025-08-18 03:20:16,PC-102,data-upload.example.org
2025-08-18 03:20:19,PC-101,data-upload.example.org
2025-08-18 03:20:21,PC-102,badhost.example.net
2025-08-18 03:20:25,PC-102,c2server.example.com
2025-08-18 03:20:28,PC-103,data-upload.example.org
2025-08-18 03:20:31,PC-101,badhost.example.net
2025-08-18 03:20:34,PC-101,data-upload.example.org
2025-08-18 03:20:37,PC-101,c2server.example.com
2025-08-18 03:20:39,PC-103,data-upload.example.org
2025-08-18 03:20:43,PC-101,c2server.example.com
2025-08-18 03:20:46,PC-103,data-upload.example.org
2025-08-18 03:20:49,PC-101,badhost.example.net
2025-08-18 03:20:51,PC-101,c2server.example.com
2025-08-18 03:20:55,PC-101,badhost.example.net
2025-08-18 03:20:58,PC-102,badhost.example.net
2025-08-18 03:21:00,PC-101,badhost.example.net
2025-08-18 03:21:04,PC-103,c2server.example.com
2025-08-18 03:21:07,PC-101,c2server.example.com
2025-08-18 03:21:10,PC-102,c2server.example.com
2025-08-18 03:21:12,PC-102,badhost.example.net
2025-08-18 03:21:16,PC-103,badhost.example.net
2025-08-18 03:21:19,PC-102,badhost.example.net
2025-08-18 03:21:22,PC-103,data-upload.example.org
2025-08-18 03:21:25,PC-103,c2server.example.com
2025-08-18 03:21:27,PC-101,data-upload.example.org
2025-08-18 03:21:30,PC-101,c2server.example.com
2025-08-18 03:21:33,PC-102,badhost.example.net
2025-08-18 03:21:36,PC-103,data-upload.example.org
2025-08-18 03:21:40,PC-103,data-upload.example.org
2025-08-18 03:21:42,PC-102,data-upload.example.org
2025-08-18 03:21:46,PC-103,data-upload.example.org
2025-08-18 03:21:49,PC-103,data-upload.example.org
2025-08-18 03:21:51,PC-103,data-upload.example.org
2025-08-18 03:21:54,PC-102,data-upload.example.org
2025-08-18 03:21:58,PC-102,c2server.example.com
2025-08-18 03:22:00,PC-103,badhost.example.net
2025-08-18 03:22:03,PC-103,badhost.example.net
2025-08-18 03:22:06,PC-103,c2server.example.com
2025-08-18 03:22:09,PC-102,data-upload.example.org
2025-08-18 03:22:13,PC-102,badhost.example.net
2025-08-18 03:22:15,PC-102,data-upload.example.org
2025-08-18 03:22:19,PC-102,c2server.example.com
2025-08-18 03:22:22,PC-101,c2server.example.com
2025-08-18 03:22:24,PC-103,data-upload.example.org
2025-08-18 03:22:28,PC-101,data-upload.example.org
2025-08-18 03:22:30,PC-101,c2server.example.com
2025-08-18 03:22:33,PC-101,badhost.example.net
2025-08-18 03:22:36,PC-101,data-upload.example.org
2025-08-18 03:22:40,PC-102,badhost.example.net
2025-08-18 03:22:43,PC-101,c2server.example.com
2025-08-18 03:22:46,PC-103,badhost.example.net
2025-08-18 03:22:48,PC-101,data-upload.example.org
2025-08-18 03:22:51,PC-101,data-upload.example.org
2025-08-18 03:22:54,PC-103,data-upload.example.org
2025-08-18 03:22:57,PC-101,badhost.example.net
2025-08-18 03:23:01,PC-101,data-upload.example.org
2025-08-18 03:23:04,PC-102,data-upload.example.org
2025-08-18 03:23:07,PC-103,badhost.example.net
2025-08-18 03:23:10,PC-101,c2server.example.com
2025-08-18 03:23:13,PC-102,badhost.example.net
2025-08-18 03:23:15,PC-103,data-upload.example.org
2025-08-18 03:23:19,PC-101,badhost.example.net
2025-08-18 03:23:22,PC-102,data-upload.example.org
2025-08-18 03:23:24,PC-103,data-upload.example.org
2025-08-18 03:23:27,PC-102,data-upload.example.org
2025-08-18 03:23:30,PC-101,data-upload.example.org
2025-08-18 03:23:34,PC-103,data-upload.example.org
2025-08-18 03:23:37,PC-102,badhost.example.net
2025-08-18 03:23:40,PC-101,c2server.example.com
2025-08-18 03:23:42,PC-103,data-upload.example.org
2025-08-18 03:23:45,PC-103,data-upload.example.org
2025-08-18 03:23:49,PC-103,c2server.example.com
2025-08-18 03:23:51,PC-101,data-upload.example.org
2025-08-18 03:23:54,PC-102,c2server.example.com
2025-08-18 03:23:58,PC-102,data-upload.example.org
2025-08-18 03:24:01,PC-101,c2server.example.com
2025-08-18 03:24:03,PC-102,badhost.example.net
2025-08-18 03:24:06,PC-102,c2server.example.com
2025-08-18 03:24:10,PC-103,badhost.example.net
2025-08-18 03:24:12,PC-102,data-upload.example.org
2025-08-18 03:24:16,PC-103,badhost.example.net
2025-08-18 03:24:19,PC-101,c2server.example.com
2025-08-18 03:24:22,PC-102,data-upload.example.org
2025-08-18 03:24:25,PC-103,data-upload.example.org
2025-08-18 03:24:27,PC-103,c2server.example.com
2025-08-18 03:24:30,PC-103,badhost.example.net
2025-08-18 03:24:33,PC-102,data-upload.example.org
2025-08-18 03:24:37,PC-101,c2server.example.com
2025-08-18 03:24:40,PC-102,data-upload.example.org
2025-08-18 03:24:42,PC-103,c2server.example.com
2025-08-18 03:24:46,PC-101,badhost.example.net
2025-08-18 03:24:49,PC-101,data-upload.example.org
2025-08-18 03:24:52,PC-101,badhost.example.net
2025-08-18 03:24:55,PC-101,c2server.example.com
2025-08-18 03:24:57,PC-102,badhost.example.net
2025-08-18 03:25:00,PC-103,c2server.example.com
2025-08-18 03:25:04,PC-102,data-upload.example.org
2025-08-18 03:25:06,PC-103,data-upload.example.org
2025-08-18 03:25:09,PC-102,badhost.example.net
2025-08-18 03:25:13,PC-103,data-upload.example.org
2025-08-18 03:25:15,PC-102,data-upload.example.org
2025-08-18 03:25:19,PC-101,c2server.example.com
2025-08-18 03:25:21,PC-102,c2server.example.com
2025-08-18 03:25:25,PC-101,data-upload.example.org
2025-08-18 03:25:28,PC-101,badhost.example.net
2025-08-18 03:25:31,PC-101,badhost.example.net
2025-08-18 03:25:33,PC-102,badhost.example.net
2025-08-18 03:25:36,PC-103,badhost.example.net
2025-08-18 03:25:40,PC-103,badhost.example.net
2025-08-18 03:25:43,PC-103,data-upload.example.org
2025-08-18 03:25:46,PC-103,badhost.example.net
2025-08-18 03:25:49,PC-101,badhost.example.net
2025-08-18 03:25:51,PC-102,badhost.example.net
2025-08-18 03:25:54,PC-101,data-upload.example.org
2025-08-18 03:25:57,PC-101,c2server.example.com
2025-08-18 03:26:00,PC-101,badhost.example.net
2025-08-18 03:26:03,PC-103,badhost.example.net
2025-08-18 03:26:06,PC-102,c2server.example.com
2025-08-18 03:26:09,PC-103,badhost.example.net
2025-08-18 03:26:13,PC-103,badhost.example.net
2025-08-18 03:26:16,PC-101,badhost.example.net
2025-08-18 03:26:19,PC-103,data-upload.example.org
2025-08-18 03:26:22,PC-102,badhost.example.net
2025-08-18 03:26:24,PC-101,badhost.example.net
2025-08-18 03:26:27,PC-101,c2server.example.com
