Timestamp,PC,Destination IP,Action,Size(MB)
2025-08-18 03:05:49,PC-102,45.67.89.10,UPLOAD,42
2025-08-18 03:05:53,PC-102,45.67.89.10,UPLOAD,47
2025-08-18 03:05:57,PC-101,45.67.89.10,UPLOAD,13
2025-08-18 03:06:00,PC-102,45.67.89.10,UPLOAD,40
2025-08-18 03:06:04,PC-103,45.67.89.10,UPLOAD,38
2025-08-18 03:06:08,PC-101,45.67.89.10,UPLOAD,42
2025-08-18 03:06:13,PC-102,45.67.89.10,UPLOAD,37
2025-08-18 03:06:16,PC-103,45.67.89.10,UPLOAD,35
2025-08-18 03:06:20,PC-102,45.67.89.10,UPLOAD,10
2025-08-18 03:06:25,PC-103,45.67.89.10,UPLOAD,40
2025-08-18 03:06:29,PC-103,45.67.89.10,UPLOAD,13
2025-08-18 03:06:32,PC-101,45.67.89.10,UPLOAD,48
2025-08-18 03:06:36,PC-102,45.67.89.10,UPLOAD,30
2025-08-18 03:06:41,PC-103,45.67.89.10,UPLOAD,40
2025-08-18 03:06:44,PC-103,45.67.89.10,UPLOAD,5
2025-08-18 03:06:49,PC-101,45.67.89.10,UPLOAD,12
2025-08-18 03:06:52,PC-103,45.67.89.10,UPLOAD,10
2025-08-18 03:06:57,PC-101,45.67.89.10,UPLOAD,21
2025-08-18 03:07:00,PC-101,45.67.89.10,UPLOAD,31
2025-08-18 03:07:05,PC-101,45.67.89.10,UPLOAD,10
2025-08-18 03:07:08,PC-103,45.67.89.10,UPLOAD,36
2025-08-18 03:07:13,PC-101,45.67.89.10,UPLOAD,3
2025-08-18 03:07:16,PC-101,45.67.89.10,UPLOAD,1
2025-08-18 03:07:20,PC-101,45.67.89.10,UPLOAD,2
2025-08-18 03:07:24,PC-101,45.67.89.10,UPLOAD,46
2025-08-18 03:07:28,PC-102,45.67.89.10,UPLOAD,20
2025-08-18 03:07:33,PC-102,45.67.89.10,UPLOAD,48
2025-08-18 03:07:36,PC-103,45.67.89.10,UPLOAD,45
2025-08-18 03:07:40,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:07:45,PC-103,45.67.89.10,UPLOAD,41
2025-08-18 03:07:48,PC-102,45.67.89.10,UPLOAD,8
2025-08-18 03:07:53,PC-102,45.67.89.10,UPLOAD,29
2025-08-18 03:07:57,PC-102,45.67.89.10,UPLOAD,39
2025-08-18 03:08:00,PC-103,45.67.89.10,UPLOAD,48
2025-08-18 03:08:05,PC-103,45.67.89.10,UPLOAD,1
2025-08-18 03:08:08,PC-101,45.67.89.10,UPLOAD,10
2025-08-18 03:08:13,PC-102,45.67.89.10,UPLOAD,31
2025-08-18 03:08:16,PC-103,45.67.89.10,UPLOAD,5
2025-08-18 03:08:21,PC-103,45.67.89.10,UPLOAD,36
2025-08-18 03:08:24,PC-103,45.67.89.10,UPLOAD,28
2025-08-18 03:08:29,PC-102,45.67.89.10,UPLOAD,7
2025-08-18 03:08:33,PC-103,45.67.89.10,UPLOAD,48
2025-08-18 03:08:37,PC-102,45.67.89.10,UPLOAD,42
2025-08-18 03:08:41,PC-102,45.67.89.10,UPLOAD,27
2025-08-18 03:08:44,PC-102,45.67.89.10,UPLOAD,33
2025-08-18 03:08:48,PC-103,45.67.89.10,UPLOAD,45
2025-08-18 03:08:53,PC-103,45.67.89.10,UPLOAD,37
2025-08-18 03:08:56,PC-103,45.67.89.10,UPLOAD,15
2025-08-18 03:09:00,PC-102,45.67.89.10,UPLOAD,2
2025-08-18 03:09:04,PC-103,45.67.89.10,UPLOAD,23
2025-08-18 03:09:08,PC-102,45.67.89.10,UPLOAD,26
2025-08-18 03:09:12,PC-102,45.67.89.10,UPLOAD,6
2025-08-18 03:09:17,PC-102,45.67.89.10,UPLOAD,21
2025-08-18 03:09:21,PC-101,45.67.89.10,UPLOAD,9
2025-08-18 03:09:25,PC-103,45.67.89.10,UPLOAD,27
2025-08-18 03:09:28,PC-102,45.67.89.10,UPLOAD,43
2025-08-18 03:09:33,PC-103,45.67.89.10,UPLOAD,13
2025-08-18 03:09:36,PC-102,45.67.89.10,UPLOAD,13
2025-08-18 03:09:40,PC-102,45.67.89.10,UPLOAD,5
2025-08-18 03:09:45,PC-103,45.67.89.10,UPLOAD,32
2025-08-18 03:09:48,PC-102,45.67.89.10,UPLOAD,36
2025-08-18 03:09:52,PC-103,45.67.89.10,UPLOAD,24
2025-08-18 03:09:57,PC-101,45.67.89.10,UPLOAD,44
2025-08-18 03:10:00,PC-102,45.67.89.10,UPLOAD,25
2025-08-18 03:10:05,PC-101,45.67.89.10,UPLOAD,20
2025-08-18 03:10:09,PC-103,45.67.89.10,UPLOAD,9
2025-08-18 03:10:13,PC-103,45.67.89.10,UPLOAD,2
2025-08-18 03:10:17,PC-102,45.67.89.10,UPLOAD,18
2025-08-18 03:10:21,PC-102,45.67.89.10,UPLOAD,39
2025-08-18 03:10:24,PC-101,45.67.89.10,UPLOAD,46
2025-08-18 03:10:29,PC-101,45.67.89.10,UPLOAD,12
2025-08-18 03:10:33,PC-101,45.67.89.10,UPLOAD,1
2025-08-18 03:10:36,PC-102,45.67.89.10,UPLOAD,5
2025-08-18 03:10:41,PC-102,45.67.89.10,UPLOAD,17
2025-08-18 03:10:45,PC-102,45.67.89.10,UPLOAD,48
2025-08-18 03:10:48,PC-103,45.67.89.10,UPLOAD,42
2025-08-18 03:10:52,PC-101,45.67.89.10,UPLOAD,5
2025-08-18 03:10:57,PC-102,45.67.89.10,UPLOAD,45
2025-08-18 03:11:01,PC-101,45.67.89.10,UPLOAD,30
2025-08-18 03:11:05,PC-102,45.67.89.10,UPLOAD,27
2025-08-18 03:11:08,PC-102,45.67.89.10,UPLOAD,39
2025-08-18 03:11:13,PC-101,45.67.89.10,UPLOAD,28
2025-08-18 03:11:16,PC-103,45.67.89.10,UPLOAD,23
2025-08-18 03:11:20,PC-101,45.67.89.10,UPLOAD,28
2025-08-18 03:11:24,PC-102,45.67.89.10,UPLOAD,14
2025-08-18 03:11:28,PC-101,45.67.89.10,UPLOAD,33
2025-08-18 03:11:32,PC-103,45.67.89.10,UPLOAD,5
2025-08-18 03:11:37,PC-102,45.67.89.10,UPLOAD,15
2025-08-18 03:11:40,PC-103,45.67.89.10,UPLOAD,50
2025-08-18 03:11:45,PC-101,45.67.89.10,UPLOAD,19
2025-08-18 03:11:49,PC-103,45.67.89.10,UPLOAD,34
2025-08-18 03:11:53,PC-102,45.67.89.10,UPLOAD,49
2025-08-18 03:11:57,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:12:01,PC-101,45.67.89.10,UPLOAD,3
2025-08-18 03:12:05,PC-101,45.67.89.10,UPLOAD,15
2025-08-18 03:12:08,PC-103,45.67.89.10,UPLOAD,26
2025-08-18 03:12:13,PC-101,45.67.89.10,UPLOAD,13
2025-08-18 03:12:16,PC-102,45.67.89.10,UPLOAD,14
2025-08-18 03:12:20,PC-101,45.67.89.10,UPLOAD,49
2025-08-18 03:12:25,PC-102,45.67.89.10,UPLOAD,40
2025-08-18 03:12:29,PC-101,45.67.89.10,UPLOAD,43
2025-08-18 03:12:32,PC-103,45.67.89.10,UPLOAD,26
2025-08-18 03:12:37,PC-101,45.67.89.10,UPLOAD,43
2025-08-18 03:12:40,PC-102,45.67.89.10,UPLOAD,39
2025-08-18 03:12:45,PC-101,45.67.89.10,UPLOAD,17
2025-08-18 03:12:48,PC-103,45.67.89.10,UPLOAD,1
2025-08-18 03:12:53,PC-101,45.67.89.10,UPLOAD,40
2025-08-18 03:12:56,PC-101,45.67.89.10,UPLOAD,21
2025-08-18 03:13:00,PC-103,45.67.89.10,UPLOAD,22
2025-08-18 03:13:05,PC-101,45.67.89.10,UPLOAD,47
2025-08-18 03:13:09,PC-103,45.67.89.10,UPLOAD,40
2025-08-18 03:13:13,PC-103,45.67.89.10,UPLOAD,20
2025-08-18 03:13:16,PC-101,45.67.89.10,UPLOAD,15
2025-08-18 03:13:20,PC-101,45.67.89.10,UPLOAD,45
2025-08-18 03:13:24,PC-103,45.67.89.10,UPLOAD,25
2025-08-18 03:13:28,PC-102,45.67.89.10,UPLOAD,40
2025-08-18 03:13:32,PC-101,45.67.89.10,UPLOAD,47
2025-08-18 03:13:37,PC-103,45.67.89.10,UPLOAD,15
2025-08-18 03:13:41,PC-102,45.67.89.10,UPLOAD,10
2025-08-18 03:13:44,PC-102,45.67.89.10,UPLOAD,43
2025-08-18 03:13:49,PC-101,45.67.89.10,UPLOAD,3
2025-08-18 03:13:52,PC-102,45.67.89.10,UPLOAD,3
2025-08-18 03:13:57,PC-102,45.67.89.10,UPLOAD,35
2025-08-18 03:14:01,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:14:04,PC-103,45.67.89.10,UPLOAD,5
2025-08-18 03:14:09,PC-103,45.67.89.10,UPLOAD,20
2025-08-18 03:14:13,PC-103,45.67.89.10,UPLOAD,40
2025-08-18 03:14:17,PC-103,45.67.89.10,UPLOAD,1
2025-08-18 03:14:21,PC-103,45.67.89.10,UPLOAD,4
2025-08-18 03:14:25,PC-101,45.67.89.10,UPLOAD,22
2025-08-18 03:14:28,PC-101,45.67.89.10,UPLOAD,21
2025-08-18 03:14:33,PC-101,45.67.89.10,UPLOAD,14
2025-08-18 03:14:37,PC-102,45.67.89.10,UPLOAD,46
2025-08-18 03:14:41,PC-103,45.67.89.10,UPLOAD,32
2025-08-18 03:14:45,PC-102,45.67.89.10,UPLOAD,50
2025-08-18 03:14:49,PC-103,45.67.89.10,UPLOAD,37
2025-08-18 03:14:52,PC-103,45.67.89.10,UPLOAD,20
2025-08-18 03:14:56,PC-102,45.67.89.10,UPLOAD,20
2025-08-18 03:15:00,PC-102,45.67.89.10,UPLOAD,19
2025-08-18 03:15:05,PC-103,45.67.89.10,UPLOAD,14
2025-08-18 03:15:08,PC-101,45.67.89.10,UPLOAD,23
2025-08-18 03:15:12,PC-101,45.67.89.10,UPLOAD,30
2025-08-18 03:15:16,PC-102,45.67.89.10,UPLOAD,24
2025-08-18 03:15:20,PC-101,45.67.89.10,UPLOAD,17
2025-08-18 03:15:25,PC-101,45.67.89.10,UPLOAD,8
2025-08-18 03:15:28,PC-103,45.67.89.10,UPLOAD,7
2025-08-18 03:15:32,PC-101,45.67.89.10,UPLOAD,30
2025-08-18 03:15:36,PC-103,45.67.89.10,UPLOAD,45
2025-08-18 03:15:41,PC-101,45.67.89.10,UPLOAD,21
2025-08-18 03:15:45,PC-101,45.67.89.10,UPLOAD,37
2025-08-18 03:15:49,PC-102,45.67.89.10,UPLOAD,24
2025-08-18 03:15:53,PC-101,45.67.89.10,UPLOAD,45
2025-08-18 03:15:57,PC-101,45.67.89.10,UPLOAD,1
2025-08-18 03:16:00,PC-103,45.67.89.10,UPLOAD,50
2025-08-18 03:16:05,PC-102,45.67.89.10,UPLOAD,22
2025-08-18 03:16:08,PC-103,45.67.89.10,UPLOAD,6
2025-08-18 03:16:12,PC-101,45.67.89.10,UPLOAD,25
2025-08-18 03:16:16,PC-102,45.67.89.10,UPLOAD,5
2025-08-18 03:16:20,PC-102,45.67.89.10,UPLOAD,28
2025-08-18 03:16:25,PC-103,45.67.89.10,UPLOAD,2
2025-08-18 03:16:29,PC-101,45.67.89.10,UPLOAD,34
2025-08-18 03:16:32,PC-101,45.67.89.10,UPLOAD,19
2025-08-18 03:16:36,PC-102,45.67.89.10,UPLOAD,46
2025-08-18 03:16:41,PC-102,45.67.89.10,UPLOAD,12
2025-08-18 03:16:44,PC-101,45.67.89.10,UPLOAD,14
2025-08-18 03:16:48,PC-103,45.67.89.10,UPLOAD,43
2025-08-18 03:16:52,PC-103,45.67.89.10,UPLOAD,18
2025-08-18 03:16:56,PC-102,45.67.89.10,UPLOAD,33
2025-08-18 03:17:01,PC-102,45.67.89.10,UPLOAD,25
2025-08-18 03:17:04,PC-102,45.67.89.10,UPLOAD,26
2025-08-18 03:17:09,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:17:12,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:17:16,PC-103,45.67.89.10,UPLOAD,37
2025-08-18 03:17:20,PC-101,45.67.89.10,UPLOAD,1
2025-08-18 03:17:25,PC-101,45.67.89.10,UPLOAD,2
2025-08-18 03:17:28,PC-102,45.67.89.10,UPLOAD,10
2025-08-18 03:17:33,PC-102,45.67.89.10,UPLOAD,30
2025-08-18 03:17:36,PC-103,45.67.89.10,UPLOAD,10
2025-08-18 03:17:41,PC-101,45.67.89.10,UPLOAD,16
2025-08-18 03:17:44,PC-102,45.67.89.10,UPLOAD,3
2025-08-18 03:17:48,PC-102,45.67.89.10,UPLOAD,30
2025-08-18 03:17:53,PC-101,45.67.89.10,UPLOAD,13
2025-08-18 03:17:57,PC-103,45.67.89.10,UPLOAD,26
2025-08-18 03:18:01,PC-102,45.67.89.10,UPLOAD,10
2025-08-18 03:18:05,PC-101,45.67.89.10,UPLOAD,46
2025-08-18 03:18:09,PC-102,45.67.89.10,UPLOAD,13
2025-08-18 03:18:12,PC-103,45.67.89.10,UPLOAD,12
2025-08-18 03:18:16,PC-101,45.67.89.10,UPLOAD,42
2025-08-18 03:18:20,PC-103,45.67.89.10,UPLOAD,47
2025-08-18 03:18:24,PC-103,45.67.89.10,UPLOAD,29
2025-08-18 03:18:28,PC-103,45.67.89.10,UPLOAD,24
2025-08-18 03:18:32,PC-102,45.67.89.10,UPLOAD,32
2025-08-18 03:18:37,PC-101,45.67.89.10,UPLOAD,19
2025-08-18 03:18:40,PC-103,45.67.89.10,UPLOAD,26
2025-08-18 03:18:44,PC-103,45.67.89.10,UPLOAD,42
2025-08-18 03:18:49,PC-101,45.67.89.10,UPLOAD,28
2025-08-18 03:18:53,PC-102,45.67.89.10,UPLOAD,8
2025-08-18 03:18:57,PC-101,45.67.89.10,UPLOAD,36
2025-08-18 03:19:01,PC-103,45.67.89.10,UPLOAD,28
2025-08-18 03:19:04,PC-103,45.67.89.10,UPLOAD,31
2025-08-18 03:19:09,PC-103,45.67.89.10,UPLOAD,50
2025-08-18 03:19:12,PC-103,45.67.89.10,UPLOAD,24
2025-08-18 03:19:17,PC-103,45.67.89.10,UPLOAD,48
2025-08-18 03:19:20,PC-101,45.67.89.10,UPLOAD,14
2025-08-18 03:19:25,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:19:28,PC-103,45.67.89.10,UPLOAD,39
2025-08-18 03:19:33,PC-103,45.67.89.10,UPLOAD,50
2025-08-18 03:19:36,PC-102,45.67.89.10,UPLOAD,34
2025-08-18 03:19:40,PC-101,45.67.89.10,UPLOAD,44
2025-08-18 03:19:45,PC-103,45.67.89.10,UPLOAD,37
2025-08-18 03:19:49,PC-102,45.67.89.10,UPLOAD,36
2025-08-18 03:19:52,PC-101,45.67.89.10,UPLOAD,49
2025-08-18 03:19:57,PC-101,45.67.89.10,UPLOAD,32
2025-08-18 03:20:00,PC-103,45.67.89.10,UPLOAD,27
2025-08-18 03:20:05,PC-102,45.67.89.10,UPLOAD,17
2025-08-18 03:20:09,PC-102,45.67.89.10,UPLOAD,29
2025-08-18 03:20:13,PC-101,45.67.89.10,UPLOAD,8
2025-08-18 03:20:17,PC-101,45.67.89.10,UPLOAD,7
2025-08-18 03:20:21,PC-101,45.67.89.10,UPLOAD,9
2025-08-18 03:20:24,PC-102,45.67.89.10,UPLOAD,31
2025-08-18 03:20:29,PC-103,45.67.89.10,UPLOAD,2
2025-08-18 03:20:33,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:20:37,PC-101,45.67.89.10,UPLOAD,33
2025-08-18 03:20:40,PC-102,45.67.89.10,UPLOAD,34
2025-08-18 03:20:44,PC-102,45.67.89.10,UPLOAD,34
2025-08-18 03:20:48,PC-102,45.67.89.10,UPLOAD,10
2025-08-18 03:20:52,PC-102,45.67.89.10,UPLOAD,35
2025-08-18 03:20:57,PC-103,45.67.89.10,UPLOAD,6
2025-08-18 03:21:00,PC-102,45.67.89.10,UPLOAD,18
2025-08-18 03:21:04,PC-103,45.67.89.10,UPLOAD,27
2025-08-18 03:21:09,PC-103,45.67.89.10,UPLOAD,44
2025-08-18 03:21:12,PC-103,45.67.89.10,UPLOAD,47
2025-08-18 03:21:16,PC-101,45.67.89.10,UPLOAD,24
2025-08-18 03:21:20,PC-103,45.67.89.10,UPLOAD,40
2025-08-18 03:21:24,PC-103,45.67.89.10,UPLOAD,25
2025-08-18 03:21:29,PC-102,45.67.89.10,UPLOAD,19
2025-08-18 03:21:33,PC-103,45.67.89.10,UPLOAD,11
2025-08-18 03:21:37,PC-103,45.67.89.10,UPLOAD,41
2025-08-18 03:21:41,PC-103,45.67.89.10,UPLOAD,46
2025-08-18 03:21:44,PC-103,45.67.89.10,UPLOAD,13
2025-08-18 03:21:49,PC-101,45.67.89.10,UPLOAD,50
2025-08-18 03:21:53,PC-102,45.67.89.10,UPLOAD,33
2025-08-18 03:21:56,PC-102,45.67.89.10,UPLOAD,49
2025-08-18 03:22:01,PC-101,45.67.89.10,UPLOAD,17
2025-08-18 03:22:04,PC-101,45.67.89.10,UPLOAD,18
2025-08-18 03:22:08,PC-102,45.67.89.10,UPLOAD,35
2025-08-18 03:22:12,PC-103,45.67.89.10,UPLOAD,15
2025-08-18 03:22:16,PC-101,45.67.89.10,UPLOAD,21
2025-08-18 03:22:20,PC-103,45.67.89.10,UPLOAD,26
2025-08-18 03:22:25,PC-103,45.67.89.10,UPLOAD,45
2025-08-18 03:22:29,PC-101,45.67.89.10,UPLOAD,49
2025-08-18 03:22:32,PC-101,45.67.89.10,UPLOAD,2
2025-08-18 03:22:36,PC-102,45.67.89.10,UPLOAD,21
2025-08-18 03:22:41,PC-102,45.67.89.10,UPLOAD,2
2025-08-18 03:22:45,PC-103,45.67.89.10,UPLOAD,49
2025-08-18 03:22:49,PC-101,45.67.89.10,UPLOAD,33
2025-08-18 03:22:52,PC-101,45.67.89.10,UPLOAD,23
2025-08-18 03:22:57,PC-101,45.67.89.10,UPLOAD,9
2025-08-18 03:23:00,PC-102,45.67.89.10,UPLOAD,22
2025-08-18 03:23:04,PC-102,45.67.89.10,UPLOAD,44
2025-08-18 03:23:08,PC-101,45.67.89.10,UPLOAD,7
2025-08-18 03:23:12,PC-102,45.67.89.10,UPLOAD,33
2025-08-18 03:23:17,PC-102,45.67.89.10,UPLOAD,21
2025-08-18 03:23:20,PC-101,45.67.89.10,UPLOAD,22
2025-08-18 03:23:25,PC-103,45.67.89.10,UPLOAD,31
2025-08-18 03:23:28,PC-102,45.67.89.10,UPLOAD,1
2025-08-18 03:23:32,PC-101,45.67.89.10,UPLOAD,46
2025-08-18 03:23:36,PC-102,45.67.89.10,UPLOAD,1
2025-08-18 03:23:41,PC-101,45.67.89.10,UPLOAD,33
2025-08-18 03:23:44,PC-103,45.67.89.10,UPLOAD,22
2025-08-18 03:23:49,PC-101,45.67.89.10,UPLOAD,39
2025-08-18 03:23:52,PC-101,45.67.89.10,UPLOAD,38
2025-08-18 03:23:56,PC-103,45.67.89.10,UPLOAD,41
2025-08-18 03:24:00,PC-103,45.67.89.10,UPLOAD,29
2025-08-18 03:24:04,PC-102,45.67.89.10,UPLOAD,16
2025-08-18 03:24:08,PC-103,45.67.89.10,UPLOAD,8
2025-08-18 03:24:12,PC-103,45.67.89.10,UPLOAD,35
2025-08-18 03:24:17,PC-101,45.67.89.10,UPLOAD,6
2025-08-18 03:24:20,PC-101,45.67.89.10,UPLOAD,32
2025-08-18 03:24:24,PC-102,45.67.89.10,UPLOAD,4
2025-08-18 03:24:28,PC-102,45.67.89.10,UPLOAD,21
2025-08-18 03:24:32,PC-102,45.67.89.10,UPLOAD,29
2025-08-18 03:24:36,PC-101,45.67.89.10,UPLOAD,26
2025-08-18 03:24:41,PC-102,45.67.89.10,UPLOAD,36
2025-08-18 03:24:45,PC-103,45.67.89.10,UPLOAD,9
2025-08-18 03:24:48,PC-102,45.67.89.10,UPLOAD,22
2025-08-18 03:24:53,PC-103,45.67.89.10,UPLOAD,20
2025-08-18 03:24:56,PC-103,45.67.89.10,UPLOAD,10
2025-08-18 03:25:01,PC-103,45.67.89.10,UPLOAD,38
2025-08-18 03:25:05,PC-102,45.67.89.10,UPLOAD,31
2025-08-18 03:25:09,PC-101,45.67.89.10,UPLOAD,26
2025-08-18 03:25:13,PC-103,45.67.89.10,UPLOAD,29
2025-08-18 03:25:17,PC-102,45.67.89.10,UPLOAD,15
2025-08-18 03:25:21,PC-101,45.67.89.10,UPLOAD,37
2025-08-18 03:25:25,PC-101,45.67.89.10,UPLOAD,23
2025-08-18 03:25:29,PC-103,45.67.89.10,UPLOAD,32
2025-08-18 03:25:33,PC-101,45.67.89.10,UPLOAD,35
2025-08-18 03:25:36,PC-102,45.67.89.10,UPLOAD,1
2025-08-18 03:25:40,PC-102,45.67.89.10,UPLOAD,8
2025-08-18 03:25:44,PC-102,45.67.89.10,UPLOAD,38
2025-08-18 03:25:48,PC-103,45.67.89.10,UPLOAD,45
2025-08-18 03:25:53,PC-102,45.67.89.10,UPLOAD,45
2025-08-18 03:25:57,PC-103,45.67.89.10,UPLOAD,33
2025-08-18 03:26:01,PC-102,45.67.89.10,UPLOAD,15
2025-08-18 03:26:05,PC-102,45.67.89.10,UPLOAD,40
2025-08-18 03:26:09,PC-103,45.67.89.10,UPLOAD,28
2025-08-18 03:26:13,PC-102,45.67.89.10,UPLOAD,38
2025-08-18 03:26:16,PC-102,45.67.89.10,UPLOAD,40
2025-08-18 03:26:20,PC-101,45.67.89.10,UPLOAD,22
2025-08-18 03:26:25,PC-102,45.67.89.10,UPLOAD,41
2025-08-18 03:26:29,PC-101,45.67.89.10,UPLOAD,45
